episode,reward,epsilon,steps,loss
0,-360.60899818875686,0.9968333333333333,85,0.0
1,-92.5735378456465,0.9936772222222222,58,0.0
2,-143.44587313688868,0.9905316314814815,67,0.0
3,-295.9571489741761,0.9873965260432099,104,0.0
4,-309.5640595991014,0.9842718709563992,98,0.0
5,-90.29669311869286,0.9811576313865445,70,0.0
6,-70.74715259170449,0.9780537726152561,147,0.0
7,-115.91973439962786,0.9749602600398719,130,0.0
8,-103.70977903402353,0.9718770591730723,68,0.0
9,-305.4898877492286,0.9688041356424955,153,0.0
10,-102.96781575695819,0.9657414551903538,82,0.0
11,-59.65336619134997,0.9626889836730527,65,0.0
12,-370.1167643808637,0.9596466870608091,98,0.0
13,-98.32354211116366,0.9566145314372732,98,0.0
14,-163.3896801129527,0.9535924829991489,104,0.0
15,-101.16188751228529,0.9505805080558184,54,0.0
16,-245.03158263922307,0.9475785730289656,118,0.0
17,-197.61619363671429,0.9445866444522024,84,0.0
18,-132.92266236440386,0.941604688970695,115,0.0
19,-147.56318139183406,0.9386326733407927,142,0.0
20,-253.34105066563362,0.9356705644296567,81,0.0
21,-312.3253510887314,0.9327183292148912,120,0.0
22,-400.008792416858,0.9297759347841749,71,0.0
23,-101.75692944957585,0.9268433483348942,138,0.0
24,-78.37575299553582,0.9239205371737779,69,0.0
25,-73.69388973029025,0.9210074687165319,109,0.0
26,-221.4185923729108,0.9181041104874769,73,0.0
27,-121.10213434580619,0.9152104301191852,89,0.0
28,-274.4081599260354,0.9123263953521212,81,0.0
29,-368.50742767436293,0.9094519740342808,87,0.0
30,-199.2502763984238,0.9065871341208332,156,0.0
31,-109.97511540510891,0.9037318436737638,89,0.0
32,-336.3128067278618,0.900886070861518,88,0.0
33,-144.78359693821932,0.8980497839586462,75,0.0
34,-169.73076280175906,0.8952229513454507,76,0.0
35,-123.09996325159119,0.8924055415076325,93,0.0
36,-163.28382120893824,0.8895975230359404,110,0.0
37,-96.47679576838227,0.8867988646258206,123,0.0
38,-395.50872797991576,0.8840095350770678,120,0.0
39,-205.97353854643418,0.8812295032934776,129,0.0
40,-341.197680332761,0.8784587382824993,79,0.0
41,-114.87914695330831,0.875697209154891,93,0.0
42,-203.72452122087282,0.8729448851243747,77,0.0
43,-314.0776162711695,0.8702017355072935,88,0.0
44,-201.1003970503906,0.8674677297222692,125,0.0
45,-216.99065974841267,0.8647428372898616,104,0.0
46,-545.9922882854116,0.8620270278322287,116,0.0
47,-233.86709821471214,0.859320271072788,94,0.0
48,-127.39734695955809,0.8566225368358786,94,0.0
49,-245.90283595514168,0.8539337950464257,87,0.0
50,-369.707533983591,0.8512540157296044,120,0.0
51,-110.14268596862456,0.8485831690105057,111,0.0
52,-134.5146206888105,0.845921225113804,93,0.0
53,-51.54471600523838,0.8432681543634246,86,0.0
54,-307.517455351588,0.8406239271822132,152,0.0
55,-220.92129661126592,0.8379885140916059,122,0.0
56,-303.8622661272396,0.8353618857113005,108,0.0
57,-342.8096521405671,0.8327440127589295,146,0.0
58,-333.5062593912109,0.8301348660497331,115,0.0
59,-455.3046779000436,0.8275344164962339,105,0.0
60,-333.019013852708,0.8249426351079132,91,0.0
61,-259.7397334111513,0.8223594929908868,106,0.0
62,-305.9566291406637,0.8197849613475839,107,0.0
63,-143.8971208229862,0.8172190114764253,123,0.0
64,-129.0473451055927,0.8146616147715039,104,0.0
65,-221.83081004843035,0.8121127427222655,80,0.0
66,-91.09997816348046,0.8095723669131913,97,0.0
67,-175.65164275704612,0.8070404590234808,98,0.0
68,-217.80005472036112,0.8045169908267358,105,0.0
69,-599.9196919316284,0.8020019341906467,99,0.0
70,-299.84945358603954,0.7994952610766779,142,0.0
71,-116.58406523867713,0.7969969435397556,71,0.0
72,-305.7050434617696,0.7945069537279564,100,0.0
73,-483.6226445551249,0.7920252638821966,80,0.0
74,-487.2253686543965,0.7895518463359227,103,0.0
75,-160.25770508542257,0.787086673514803,71,0.0
76,-201.1608925032479,0.7846297179364203,113,0.0
77,-355.2319443132077,0.7821809522099656,132,0.0
78,-349.30359348925145,0.7797403490359324,144,0.0
79,-263.11295033227054,0.7773078812058126,98,0.0
80,-289.32639174209555,0.7748835216017933,99,0.0
81,-76.83712772232658,0.772467243196454,77,0.0
82,-170.8186167039212,0.7700590190524658,106,0.0
83,-327.1510376164397,0.7676588223222909,102,0.0
84,-224.46808554337935,0.7652666262478832,112,0.0
85,-387.3859542215921,0.7628824041603903,89,0.0
86,-38.92496826018787,0.7605061294798557,82,0.0
87,-48.43668891860377,0.7581377757149229,207,0.0
88,-442.6888090683237,0.7557773164625399,94,0.0
89,-162.0839408511726,0.7534247254076647,87,0.0
90,-272.32200824868335,0.7510799763229725,141,0.0
91,-59.487028346469884,0.7487430430685627,94,0.0
92,-37.86755257013483,0.7464138995916675,212,0.0
93,-392.49948570339194,0.7440925199263619,125,0.0
94,-300.20160720859576,0.741778878193274,156,0.0
95,-152.39827129420038,0.7394729485992965,101,0.0
96,-211.96176788087064,0.7371747054372988,138,91.71260070800781
97,-48.690555471637694,0.7348841230858412,101,204.90248107910156
98,-304.7289777368534,0.7326011760088884,109,151.2139892578125
99,-452.8218615744483,0.7303258387555255,183,144.0741729736328
100,-245.9476551201119,0.7280580859596737,113,521.1524658203125
101,-188.01692235454,0.7257978923398081,130,300.9720458984375
102,-430.7715528892467,0.7235452326986753,163,144.8810577392578
103,-99.44884953481544,0.7213000819230131,109,5.797167778015137
104,-240.80270634716456,0.7190624149832697,87,3.6339378356933594
105,-80.24458944443752,0.7168322069333255,137,109.92157745361328
