episode,reward,epsilon,steps,loss
0,-73.35580887640103,0.9968333333333333,106,0.0
1,-89.99877641255601,0.9936772222222222,61,0.0
2,-103.01362369553442,0.9905316314814815,65,0.0
3,-155.6332627290871,0.9873965260432099,77,0.0
4,-111.17632119305156,0.9842718709563992,79,0.0
5,-120.16757398099028,0.9811576313865445,88,0.0
6,-70.38367786955988,0.9780537726152561,74,0.0
7,-121.57486179726119,0.9749602600398719,77,0.0
8,-324.48662292227436,0.9718770591730723,113,0.0
9,-264.60218599483187,0.9688041356424955,89,0.0
10,-107.68196237024681,0.9657414551903538,64,0.0
11,-130.5312846603575,0.9626889836730527,64,0.0
12,-120.45281327318233,0.9596466870608091,88,0.0
13,-124.2772766865393,0.9566145314372732,121,0.0
14,-154.05789431748664,0.9535924829991489,81,0.0
15,-340.9968296698389,0.9505805080558184,119,0.0
16,-267.9968829258129,0.9475785730289656,92,0.0
17,-114.20785733739095,0.9445866444522024,151,0.0
18,-100.77290462240767,0.941604688970695,63,0.0
19,-157.8764260031177,0.9386326733407927,70,0.0
20,-348.7515167241866,0.9356705644296567,115,0.0
21,-336.9843059090507,0.9327183292148912,119,0.0
22,-96.01082175400313,0.9297759347841749,77,0.0
23,-373.94693792446543,0.9268433483348942,92,0.0
24,-133.23855162519595,0.9239205371737779,101,0.0
25,-225.16184722250222,0.9210074687165319,74,0.0
26,-167.64233193034804,0.9181041104874769,85,0.0
27,-90.36095541451047,0.9152104301191852,99,0.0
28,-209.55325882716886,0.9123263953521212,72,0.0
29,-113.56282051562575,0.9094519740342808,78,0.0
30,-100.81470051877508,0.9065871341208332,114,0.0
31,-124.66081013967762,0.9037318436737638,64,0.0
32,-257.57284002433676,0.900886070861518,89,0.0
33,-100.44655770637388,0.8980497839586462,62,0.0
34,-359.0728898540221,0.8952229513454507,138,0.0
35,-218.6965382117012,0.8924055415076325,77,0.0
36,-133.77634271097764,0.8895975230359404,131,0.0
37,-422.19150263029866,0.8867988646258206,92,0.0
38,-195.9202441697131,0.8840095350770678,69,0.0
39,-106.28519581914777,0.8812295032934776,68,0.0
40,-96.50529478970218,0.8784587382824993,78,0.0
41,-232.35275124232348,0.875697209154891,69,0.0
42,-163.6835485622474,0.8729448851243747,104,0.0
43,-324.6922024456423,0.8702017355072935,117,0.0
44,-141.51698144698685,0.8674677297222692,124,0.0
45,-302.4145246404983,0.8647428372898616,108,0.0
46,-89.2709235274673,0.8620270278322287,79,0.0
47,-153.1608478054832,0.859320271072788,95,0.0
48,-78.41935020432362,0.8566225368358786,64,0.0
49,-112.36422128246333,0.8539337950464257,70,0.0
50,-166.6945499973878,0.8512540157296044,103,0.0
51,-158.87585842935476,0.8485831690105057,79,0.0
52,-91.99773568701414,0.845921225113804,120,0.0
53,-90.64619331322629,0.8432681543634246,108,0.0
54,-139.13302024109936,0.8406239271822132,113,0.0
55,-126.60277841913395,0.8379885140916059,113,0.0
56,-186.73807124436212,0.8353618857113005,104,0.0
57,-77.18731953843819,0.8327440127589295,82,0.0
58,-120.79554437329666,0.8301348660497331,97,0.0
59,-357.34628020482154,0.8275344164962339,97,0.0
60,-139.73471807298935,0.8249426351079132,70,0.0
61,-82.632181995176,0.8223594929908868,72,0.0
62,-80.91660159145506,0.8197849613475839,66,0.0
63,-464.78497369914135,0.8172190114764253,88,0.0
64,-358.40761967992484,0.8146616147715039,99,0.0
65,-121.13549335038033,0.8121127427222655,73,0.0
66,-219.9423419512526,0.8095723669131913,68,0.0
67,-116.03454945273818,0.8070404590234808,101,0.0
68,-71.66201428286851,0.8045169908267358,61,0.0
69,-480.0057636731686,0.8020019341906467,82,0.0
70,-116.86334659121185,0.7994952610766779,68,0.0
71,-129.29744571314347,0.7969969435397556,90,0.0
72,-134.84099152569604,0.7945069537279564,75,0.0
73,-146.68002172347786,0.7920252638821966,100,0.0
74,-226.5419583849695,0.7895518463359227,76,0.0
75,-157.9903188334944,0.787086673514803,93,0.0
76,-386.8867978007108,0.7846297179364203,100,0.0
77,-320.4259243700845,0.7821809522099656,93,0.0
78,-124.17538195123623,0.7797403490359324,86,0.0
79,-162.63197470124953,0.7773078812058126,88,0.0
80,-201.6009703258976,0.7748835216017933,108,0.0
81,-103.65092032263082,0.772467243196454,78,0.0
82,-296.46471803166617,0.7700590190524658,101,0.0
83,-126.90897860924397,0.7676588223222909,77,0.0
84,-264.77423964143725,0.7652666262478832,110,0.0
85,-119.59898210067144,0.7628824041603903,87,0.0
86,-72.96074836856563,0.7605061294798557,64,0.0
87,-114.03274856059286,0.7581377757149229,97,0.0
88,-215.79416175319724,0.7557773164625399,70,0.0
89,-222.84026392119026,0.7534247254076647,88,0.0
90,-211.82404810968626,0.7510799763229725,129,0.0
91,-181.31860106975037,0.7487430430685627,68,0.0
92,-87.17347535340673,0.7464138995916675,85,0.0
93,-204.60027856933323,0.7440925199263619,103,0.0
94,-318.9776433448446,0.741778878193274,103,0.0
95,-103.95276249904562,0.7394729485992965,63,0.0
96,-70.7669379278602,0.7371747054372988,79,0.0
97,-169.99822249643273,0.7348841230858412,63,0.0
98,-187.32902807805,0.7326011760088884,62,0.0
99,-215.73127630250852,0.7303258387555255,109,0.0
100,-102.44811451677067,0.7280580859596737,90,0.0
101,-146.0267267142242,0.7257978923398081,92,0.0
102,-110.35893274061941,0.7235452326986753,81,0.0
103,-124.61464206507911,0.7213000819230131,60,0.0
104,-90.62870449352896,0.7190624149832697,56,0.0
105,-415.95204791427483,0.7168322069333255,95,0.0
106,-135.22033148353705,0.7146094329102144,96,0.0
107,-219.52679301682664,0.712394068133847,109,0.0
108,-99.55561696020813,0.7101860879067342,69,0.0
